URL,Version,Status,OIDs,Name,Title,Description,Used
http://example.org/CodeSystem/BeSafeShareGlossary,0.1.0,draft,,BeSafeShareGlossary,CodeSystem for common CareSets glossary,"This code system defines concepts used in the BeSafe CareSets for common glossary terms.",
